item_id	item_name	trade	comments					
5.51262E+11	代购德国Balea芭乐雅Beauty Effect玻尿酸紧致提拉浓缩精华安瓶	-	0					
5.24292E+11	德国 Balea芭乐雅 Beauty Effect 玻尿酸紧致提拉浓缩精华安瓶	-	1					
5.49548E+11	Balea芭乐雅 Beauty Effect 玻尿酸紧致提拉浓缩精华安瓶7支	-	0					
5.48305E+11	香港代购德国芭乐雅BALEA Beauty Effect玻尿酸浓缩精华安瓶7*1ml	-	0					
5.35372E+11	德国Balea Beauty Effect芭乐雅 玻尿酸浓缩精华 7ml 紧致保湿	-	2					
45039675017	德国Balea Beauty Effect玻尿酸紧致提拉浓缩精华安瓶7支*1ml	-	0					
37585337258	德国芭乐雅 Balea Beauty Effect透明质酸（玻尿酸）系列浓缩精华	-	0					
5.27499E+11	德国代购 芭乐雅Balea Beauty Effect透明质酸玻尿酸浓缩精华	-	0					
35186191016	德国Balea Beauty Effect芭乐雅代购/玻尿酸系列浓缩精华安瓶7支	-	0					
5.30551E+11	dm德国Balea芭乐雅玻尿酸浓缩精华7瓶x1ml提拉保湿BEAUTY EFFECT	-	0					
5.47885E+11	Balea Beauty Effect芭乐雅玻尿酸系列浓缩精华安瓶 2x7支	-	4					
5.44726E+11	Balea Beauty Effect 芭乐雅玻尿酸 提拉紧致保湿浓缩精华安瓶	-	3					
5.44887E+11	（现货）Balea Beauty Effect芭乐雅玻尿酸系列浓缩精华安瓶7支装	-	1					
44569925037	德国直邮   Balea Beauty Effect 玻尿酸系列浓缩精华安瓶7支	-	0					
5.47448E+11	香港代购德国芭乐雅BALEA Beauty Effect玻尿酸浓缩精华安瓶7*1ml	-	0					
5.27227E+11	法国奶粉guigoz 3段/古戈氏3段/1-3岁标准成长含omega3配方现货	-	318					
5.48907E+11	澳洲代购德国芭乐雅BALEA Beauty Effect 玻尿酸紧致浓缩精华安瓶	-	0					
5.47553E+11	Balea Beauty Effect芭乐雅玻尿酸系列浓缩精华安瓶补水提拉紧致	-	0					
5.48403E+11	德国Balea Beauty Effect 玻尿酸紧致提拉浓缩精华安瓶7支一盒	-	1					
5.27287E+11	法国进口包邮包税Guigoz古戈氏3段标准奶粉800g古戈士婴幼儿宝宝	-	219					
5.49003E+11	德国Balea芭乐雅Beauty Effect玻尿酸原液浓缩精华安瓶	-	0					
5.44287E+11	Balea beauty effect芭乐雅玻尿酸浓缩精华安瓶7支装	-	0					
37461136513	Guigoz古戈氏Croissance 3段标准奶粉800g法国直邮4罐/包税另算	-	247					
5.49591E+11	澳洲代购德国芭乐雅BALEA Beauty Effect 玻尿酸紧致浓缩精华安瓶	-	1					
5.36378E+11	【芭乐雅 Balea Beauty Effect系列】浓缩精华玻尿酸	-	0					
5.44724E+11	【小跳家】德国Balea Beauty Effect芭乐雅玻尿酸浓缩精华安瓶	-	0					
5.45556E+11	香港代购德国芭乐雅BALEA Beauty Effect玻尿酸浓缩精华安瓶7*1ml	-	1					
5.43895E+11	现货Balea Beauty Effect芭乐雅玻尿酸提拉紧致保湿浓缩精华 蓝盒	-	1					
42502984443	Balea芭乐雅 Beauty Effect 玻尿酸紧致提拉浓缩精华安瓶7支	-	7					
13393046124	法国直邮 包邮包税guigoz2段奶粉古戈氏近母乳富含铁锌6-12月	-	99					
5.41215E+11	法国雀巢guigoz古戈氏奶粉婴儿2段幼儿配方奶粉 近母乳版800克	4	1					
5.21837E+11	Guigoz古戈氏Relais近母乳型2段奶粉800g法国直邮4罐包邮包税另算	-	22					
5.43896E+11	法国代购 Guigoz古戈氏 2段近母乳奶粉 6-12月 富含铁锌 800g	-	7					
22145540294	法国6罐直邮/guigoz古戈氏2段/含铁锌/近母乳配方奶粉 800g	-	3					
5.26442E+11	法国代购 / Guigoz 古戈氏2段近母乳型奶粉800克 / 6罐包邮	-	5					
5.26346E+11	法国代购 包邮/包税 直邮古戈氏guigoz2段近母乳型婴幼儿奶粉800g	-	1					
5.27015E+11	法国代购包税直邮 古戈氏GUIGOZ 2段近母乳婴儿奶粉 6到12月 800g	-	4					
20661639635	【4或6罐法国邮政直邮】正品代购法国古戈氏Guigoz 2段近母乳奶粉	-	32					
17853250807	法国奶粉代购Guigoz 2 EvoliaRelais百年古戈氏2段近母乳型800g	-	77					
5.27354E+11	法国进口包邮包税Guigoz古戈氏2段近母乳奶粉800g婴幼儿宝宝	-	124					
5.49049E+11	【法国直邮】Guigoz古戈氏2段近母乳奶粉 6-12个月 800g 药店装	-	3					
5.22769E+11	代购包邮法国直邮古戈氏guigoz 2段近母乳型奶粉800g原装罐装正品	-	5					
41892648115	预定 6罐法国直邮Guigoz 2 EvoliaRelais百年古戈氏2段近母乳型	-	2					
5.46805E+11	【法国直邮】法国古戈氏/Guigoz 2段近母乳奶粉/0-6个月/800g	-	2					
5.38477E+11	法国正品 Guigoz古戈氏2段近母乳奶粉 6到12个月	-	0					
25876300043	法国代购直邮 nestle雀巢 古戈氏guigoz 2段近母乳奶粉 800g新版	-	1					
5.21739E+11	法国直邮古戈氏Guigoz 二段2段relais近母乳奶粉6罐包邮	-	0					
5.53445E+11	法国正品采购6罐包邮guigoz古戈氏奶粉2段近母乳富含铁锌6+月800g	-	0					
43823755851	法国奶粉代购Guigoz 2 EvoliaRelais百年古戈氏2段近母乳型	-	0					
5.44956E+11	法国奶粉 Guigoz 古戈氏2段近母乳型奶粉 6-12个月 现货	-	0					
38747344761	【法国直邮】畅销百年Guigoz古戈氏2段近母乳奶粉6-12个月	-	4					
5.50817E+11	法国直邮 包邮包税guigoz2段奶粉古戈氏近母乳富含铁锌6-12月 6罐	-	0					
5.23821E+11	【6桶直邮】法国古戈氏guigoz 2段近母乳婴儿奶粉6-12个月800g	-	0					
5.53653E+11	法国代购 Guigoz古戈氏 2段近母乳奶粉 6-12个月 富含铁锌 800g	-	0					
10206959497	法国直邮/法国Guigoz古戈氏近母乳口味奶粉二段/6-12个月 可包税	-	0					
5.28057E+11	法国代购雀巢古戈氏/guigoz近母乳2段婴儿奶粉6-12个月/3罐包直邮	-	0					
5.53723E+11	【6罐法国直邮】法国古戈氏Guigoz2段6-12月近母乳型婴儿奶粉	-	0					
5.39414E+11	法国代购Guigoz古戈氏2段近母乳配方6-12个月婴幼儿奶粉含omega3	-	4					
5.33081E+11	国内现货 Guigoz古戈氏2段近母乳配方奶粉 800g 含OMEGA-3 铁锌	-	10					
5.30979E+11	法国直邮 古戈氏/guigoz 2段 近母乳奶粉 800g 6罐起拍	-	0					
5.49947E+11	法国代购古戈氏guigoz 2段近母乳婴幼儿牛奶粉罐装4或6罐包税直邮	-	0					
5.44592E+11	法国代购 Guigoz古戈氏 2段近母乳奶粉 6-12月 富含铁锌 800g	-	0					
36482126303	法国畅销百年贵族品牌Guigoz古戈氏近母乳配方2段奶粉专业代购	-	2					
5.464E+11	法国代购guigoz古戈氏近母乳2段奶粉6-12个月 法国邮政直	-	0					
5.43799E+11	法国奶粉 Guigoz 古戈氏2段近母乳型奶粉 6-12个月 现货	-	0					
5.47575E+11	法国古戈氏GUIGOZ2段近母乳型婴儿奶粉6-12月800g四罐包税直邮	-	0					
43402363663	法国代购古戈氏guigoz2二段近母乳奶粉新版婴幼儿牛奶粉6罐包直邮	-	0					
21423571499	【法国代购 直邮】古戈氏Guigoz 2二段6-12个月近母乳型奶粉800g	-	1					
5.52209E+11	【法国直邮】法国古戈氏/Guigoz 2段 近母乳奶粉/6-12个月/800g	-	0					
16313865637	法国太太直邮 奶粉Guigoz古戈氏二段 /6-12个月 Relais近母乳型	-	0					
5.46743E+11	【巴黎淘正品法国代购】Guigoz古戈氏2段标准近母乳助消化奶粉	-	1					
5.53528E+11	法国代购直邮 guigoz2段奶粉古戈氏近母乳富含铁锌6-12月 六罐	-	0					
5.51135E+11	【法国代购】guigoz古戈氏近母乳富含铁锌奶粉2段6-12月包邮包税	-	0					
5.26996E+11	【四罐法国直邮】雀巢Guigoz古戈氏 二段6-12月近母乳型奶粉800g	-	0					
19634150496	法国6罐直邮包邮guigoz古戈士古戈氏2段近母乳型奶粉 6-12月800g	-	0					
37461136513	Guigoz古戈氏Croissance 3段标准奶粉800g法国直邮4罐/包税另算	-	247					
5.20106E+11	法国邮政直邮 法国古戈氏Guigoz3段标准成长奶粉1-3岁800g含omega	-	1					
5.48795E+11	法国代购 GUIGOZ 古戈氏3段标准成长型 900G 12个月+	-	0					
5.22118E+11	直邮法国代购 古戈氏Guigoz 3段奶粉标准型成长900g 三段正品包邮	-	39					
5.34267E+11	代购直邮-法国Guigoz古戈氏3段标准型奶粉1-2-3岁及以上930g特供	-	6					
5.45841E+11	法国代购/南特微微 guigoz古戈氏3段成长型标准奶粉 1-3岁800g	-	1					
17584353719	【法国直邮】法国Guigoz/古戈氏 3段标准成长型奶粉/1-3岁/900g	-	511					
5.27227E+11	法国奶粉guigoz 3段/古戈氏3段/1-3岁标准成长含omega3配方现货	-	318					
5.26933E+11	法国代购包税直邮 古戈氏GUIGOZ 3段标准奶粉婴儿奶粉 1-3岁 900g	-	6					
39500470291	法国代购直邮 Guigoz古戈氏标准成长型三段奶粉富含Omega3 /1-3岁	-	2					
5.37633E+11	Guigoz三段 古戈氏3段标准成长型奶粉800g 法国直邮包税/百年品牌	-	0					
5.27287E+11	法国进口包邮包税Guigoz古戈氏3段标准奶粉800g古戈士婴幼儿宝宝	-	219					
5.44564E+11	法国代购 / Guigoz 古戈氏3段标准型奶粉900克 / 6罐包邮	-	0					
5.48185E+11	法国代购 6桶直邮 Guigoz/古戈氏 3段婴幼儿标准奶粉 1-3岁 800g	-	0					
43874891609	法国奶粉guigoz 3段/古戈氏3段/1-3岁标准成长含omega3配方新包装	-	1					
5.34874E+11	古戈氏 [法国包直邮]Guigoz 标准型3段婴幼儿奶粉1-3岁/6罐	-	2					
5.45693E+11	代购法国古戈氏Guigoz标准型配方婴儿奶粉3段正品保证 900g	-	0					
5.53587E+11	促销-法国正品6罐包邮guigoz古戈氏奶粉3段标准配方1-3岁900g	-	0					
5.46926E+11	法国代购3段1-2-3岁800g 古戈氏Guigoz 标准成长奶粉幼儿奶粉	-	0					
5.30329E+11	法国代购 / Guigoz 古戈氏3段标准型奶粉1000克 / 5盒包邮	-	0					
5.28075E+11	法国代购雀巢古戈氏guigoz婴儿奶粉标准型3段1岁以上/3罐包直邮税	-	1					
5.52154E+11	法国代购-6罐直邮 Guigoz古戈氏3段 标准配方奶粉 12-36个月	-	0					
5.20946E+11	【法国直邮】法国百年品牌guigoz古戈氏3段标准型奶粉	-	0					
19455868485	新款900g！法国代购古戈氏Guigoz宝宝婴儿标准配方3段奶粉	-	3					
5.33693E+11	法国古戈氏GUIGOZ3段奶粉标准型24-36个月6罐包直邮900g	-	1					
5.38533E+11	法国直邮 古戈氏/Guigoz 3段标准/婴儿奶粉800g 6罐发/包税另算	-	2					
5.47546E+11	法国直邮古戈氏GUIGOZ3段标准型奶粉婴儿奶粉1-3岁800g四罐包税	-	0					
5.53263E+11	[法国直邮]包邮包税/guigoz古戈氏3段/1-3岁标准成长型奶粉特价	-	0					
5.53164E+11	直邮法国代购 古戈氏Guigoz 3段奶粉标准型成长900g 三段正品包邮	-	0					
5.26535E+11	法国直邮@古戈氏guigoz 800g/3段标准奶粉1岁到3岁/4罐一箱起	-	0					
5.38442E+11	法国正品 古戈氏guigoz 3段1-3岁标准成长型婴儿奶粉含omega3配方	-	0					
5.4671E+11	【巴黎淘正品法国代购】Guigoz古戈氏3段标准配方奶粉	-	2					
18758442078	海外奶粉代购/Guigoz古戈氏标准型成长奶粉3段/12+/直邮包邮	-	0					
12875201709	代购直邮-法国Guigoz古戈氏3段标准型奶粉1-2-3岁及以上900g新版	-	9					
5.26977E+11	6罐包邮)法国直邮畅销百年Guigoz古戈氏 标准型成长奶粉3段800g	-	0					
17933933987	法国GUIGOZ 3段古戈氏800G克标准型奶粉/1岁/雀巢/直邮	-	0					
5.27005E+11	国内现货/直*邮法国奶粉guigoz 3段/古戈氏3段/1-3岁标准成长	-	3					
5.43724E+11	代购法国六罐直邮 古戈氏 Guigoz 3段 婴幼儿 标准奶粉900g	-	0					
5.51629E+11	guigoz古戈氏进口奶粉 标准型三段 800g 六罐装 包邮	-	0					
5.46306E+11	法国直邮6罐起发 Guigoz古戈氏 3段标准奶粉800g 儿童成长牛奶粉	-	0					
5.26934E+11	【四罐法国直邮】雀巢Guigoz古戈氏 三段1-3岁标准成长型奶粉800g	-	0					
20618760349	【法国代购】GUIGOZ古戈氏奶粉标准3段三段 包邮包税 900g	-	1					
10108528115	德国直邮/现货 Holle泓乐/凯莉高档有机奶粉4段600克 小票9盒包邮	-	8					
5.30712E+11	holle泓乐有机奶粉1段 2段 3段 4段德国原装进口婴儿有机奶粉 8盒	-	0					
14933774614	德国采购DHL直邮 瑞士德国 泓乐 凯莉 有机奶粉4段1+ 邮费另拍	-	1					
5.51803E+11	德国代购 Holle泓乐pre段1段2段3段4段婴幼儿有机牛奶粉 鸿乐宏乐	-	2					
36973015014	直邮 德国原产进口泓乐Holle凱莉有机奶粉4段 1岁＋	-	3					
14505643299	有现货！德国原装Holle/泓乐/凯莉有机婴儿奶粉4段 600g	-	7					
36202313466	现货 德国直邮 泓乐Holle 4段 1+ 12个月 有机奶粉1岁 海淘	-	4					
39274903004	现货新版德国本土有机Holle4段奶粉泓乐凯莉四段holle 4 holle4	-	6					
41367938634	德国直邮 Holle 泓乐4段1岁以上 有机婴儿奶粉 4盒包邮包税	-	1					
44820811023	2016年空运现货 德国泓乐Holle4段有机奶粉 德国Holle 4 可直邮	-	2					
37545836760	德国直邮代购本土现货 德国原装Holle凱莉泓乐有机奶粉4段四段	-	58					
21200323978	德国进口Holle泓乐/凯莉 有机婴幼儿牛奶粉1段2段3段4段都有 现货	-	5					
5.23406E+11	德国Holle泓乐直邮代购婴儿有机奶粉1段/2段/3段/4段现货包邮税	-	5					
5.31722E+11	德国原装holle泓乐有机奶粉4段，1岁以上，600克/盒，holle4	-	10					
5.21156E+11	德国泓乐/凯莉Holle有机奶粉2段 3段 4段日期好	-	3					
17108565624	【德国直邮包税】Holle泓乐凱莉有机1+段婴幼儿奶粉4段	-	27					
13537557407	【德国直邮-包邮包税】德国Holle活乐泓乐有机婴幼儿奶粉1岁+ 4段	-	5					
5.30485E+11	德国直邮现货 原装进口Holle 4泓乐有机奶粉4段四段	-	122					
5.20542E+11	泓乐Holle 有机牛奶粉4段 12月 1岁以上 600克  德国直邮	-	1					
5.27477E+11	德国泓乐Holle4段有机奶粉 德国Holle4空运现货 2盒包邮	-	12					
44716847709	德国代购现货可直邮 HOLLE泓乐凯莉有机婴幼儿配方4段奶粉1岁以上	-	1					
15546309573	代购现货2盒包邮 德国泓乐Holle4段四段有机奶粉鸿乐凯莉 Holle 4	-	417					
5.3072E+11	德国直邮代购(9/12盒包邮)Holle/凱莉弘乐 有机 奶粉4段 1岁	-	8					
38148953036	代购 德国凯莉泓乐四段婴儿奶粉代购 holle有机4段1岁以上宝宝	-	2					
39280580372	空运现货 2盒包邮 德国泓乐Holle4段有机牛奶粉	-	6					
18203975381	德国本土代购现货 原装进口Holle 4凯莉泓乐有机奶粉4段四段1+	-	521					
5.45536E+11	德国代购直邮/现货 泓乐Holle有机4段四段1+牛奶粉（一岁以上）	-	2					
20124205695	荷兰直邮 9盒包邮 德国泓乐Holle凱莉有机奶粉4段 demeter认证	-	2					
5.26101E+11	直邮德国版瑞士holle4段 泓乐四段婴儿奶粉天然有机奶粉4段12个月	-	1					
16471850043	德国直邮现货德国直邮原装进口Holle 4凯莉泓乐有机奶粉4段四段1+	-	50					
5.37128E+11	【保税区满2包邮】德国凯莉泓乐有机奶粉Holle 4段/四段 600g	-	28					
5.22785E+11	【德国直邮包税】 Holle 德国泓乐4段1岁以上 有机婴儿奶粉	-	21					
22366948894	德国代购  Holle 4 泓乐 有机婴儿奶粉 4段 12月 4盒包邮包税	-	14					
5.40258E+11	代购德国泓乐奶粉holle有机1段2段3段4段羊奶牛奶洪乐超市拍视频	-	97					
9620538778	德国直邮代购8盒发 德国泓乐Holle4段四段有机奶粉鸿乐凯莉holle4	-	183					
5.36462E+11	德国直邮HOLLE泓乐3 4段  10个月1岁以上有机牛奶粉 现货亏本清仓	-	36					
5.30848E+11	现货 3盒包邮 德国本土原装HOLLE凱莉泓乐4段600g婴幼儿有机奶	-	4					
22600416064	空运现货 4盒包邮德国泓乐Holle4段有机奶粉德国Holle4段  可直邮	-	6					
13617923265	德国代购直邮Holle 泓乐凱利有机牛奶粉BIO4段  8盒德国直邮包邮	-	0					
17546365193	【德国直邮】Holle 泓乐凯莉4段婴幼儿有机奶粉包邮凱莉盒装600g	-	0					
37786113227	[比利时直邮]瑞士泓乐Holle有机婴幼儿奶粉4段600克(8盒包邮)	-	1					
5.47836E+11	（在途）德国代购Holle泓乐/凯莉 有机婴幼儿牛奶粉4段	-	0					
5.32889E+11	直邮德国代购凯莉泓乐四段婴儿奶粉 holle有机4段 1岁+	-	0					
43254037204	现货 德国原装代购 holle泓乐4段有机婴幼儿奶粉一岁以上	-	7					
18210546163	德国直邮 德国版原装泓乐Holle凱莉有机奶粉 1段2段3段4段 直邮	-	3					
5.43887E+11	代购/8盒包邮包税 德国泓乐Holle有机牛奶粉 2/3/4段链接600g	-	0					
40184723622	直邮 德国原版凯利holle弘乐2段3段4段1岁成长有机幼儿奶粉	-	0					
5.27474E+11	德国代购 德国泓乐Holle凯莉有机奶粉4段1+	-	0					
18505376692	德国原装进口奶粉 Holle凱莉/泓乐 有机牛奶粉 4段 600克直邮代购	-	0					
45880289260	直邮  德国瑞士Holle泓乐/凯莉有机婴幼儿奶粉4段4盒包邮包税	-	0					
20135043442	【现货】140元 德国泓乐凯莉有机奶粉Holle4段四段奶粉 直邮130	-	8					
5.42758E+11	德国泓乐Holle凯莉有机牛奶粉4段 600g海外直邮  8盒包邮 可混拍	-	0					
37144818363	德国holle泓乐凯莉有机奶粉4段 600G 12+ 10盒包邮 1岁以上	-	0					
36998513557	【德国直邮】德国泓乐Holle凯莉有机4段婴儿奶粉 1岁以上	-	0					
37182677083	德国HOLLE凯莉泓乐有机牛奶粉4段12个月提供采购视频	-	5					
5.5262E+11	德国直邮包税Holle泓乐BIO婴幼儿有机配方奶粉4段12个月以上 400g	-	0					
5.24151E+11	德国直邮 泓乐Holle凱莉有机奶粉4段 1岁以上	-	0					
5.49094E+11	德国直邮进口特福芬4段凯莉泓乐有机奶粉600g8盒直邮包税	-	1					
37183384724	直邮德国原装holle4凱莉泓乐有机牛奶粉4段600g 1岁	-	0					
16965082647	德国原装直邮 Holle凱莉/泓乐 有机牛奶粉 4段 600克 无现货	-	0					
5.47673E+11	德国Holle泓乐婴儿有机牛奶粉1段2段3段4段400克600克	-	0					
5.44908E+11	代购德国泓乐holle邮寄奶粉1段2段3段4段泓乐有机羊奶粉 德国直邮	-	0					
21377860333	德国直邮 holle 凯利 泓乐有机奶粉 1岁以上4段 正品10盒包邮	-	0					
5.36954E+11	【德国直邮包税】 Holle 德国泓乐4段1岁以上 有机婴儿奶粉	-	0					
5.35695E+11	德国直邮代购 bio Holle泓乐4段有机牛奶粉1岁Holle4 现货2盒包邮	-	1					
5.43013E+11	直邮奥地利Holle泓乐有机奶粉4段 提供一对一视频 600g 8盒包邮	-	11					
5.42321E+11	德国凯莉泓乐4段婴儿奶粉 holle有机4段1岁以上宝宝4盒包直邮	-	0					
18090650865	德国直邮 泓乐Holle凱莉有机4段 1+ 1岁奶粉 8盒包邮	-	1					
18576947058	德国直邮 泓乐holle凯莉有机奶粉4段12个月	-	0					
5.35977E+11	德国原装代购德版正品Holle凯莉泓乐4段600g1岁婴幼儿有机奶粉	-	0					
44508509037	德国直邮 原装凯莉泓乐有机奶粉holle4段 600g	-	0					
5.39449E+11	德国本土代购直邮现货Holle泓乐鸿乐有机婴幼儿牛奶粉2段3段4段	-	0					
5.46484E+11	泓乐Holle有机婴儿奶粉 2段/3段/4段 600g	-	0					
17743833351	包邮！德国泓乐凯莉Holle四段有机婴幼儿进口奶粉4段	-	0					
5.53077E+11	德国代购 四段4段 凯莉泓乐活力 Holle 有机牛奶粉 12个月 600g	-	0					
36413002069	8盒包德国邮 凯莉/泓乐Holle有机奶粉4段12月以上1+	-	3					
